Name,Ingredients,Direction
Incredible Boneless Pork Roast With Vegetables,"['4 -5   lbs    boneless pork loin', '1   tablespoon    garlic powder', '1   tablespoon    onion powder', '1   tablespoon    parsley', '1   tablespoon    rosemary (fresh or dried)', '1   tablespoon    seasoning salt', '1   tablespoon    extra virgin olive oil', '1   teaspoon    black pepper', '10       fresh garlic cloves, Chopped ', '5 -6       yukon gold potatoes, quartered ', '8 -16   ounces    baby carrots', '1   large    Spanish onion, quartered ', '1 (8   ounce) can   beef broth (MUST BE BEEF!)']","['1. Place Pork Loin fat side down in a 9 x 13 pan and arrange vegetables around it.', '2. In a small bowl mix Garlic powder, onion powder, seasoned salt and black pepper until combined and rub it onto the pork (top only, not the bottom).', '3. Sprinkle the parsley on top, and then the garlic. Drizzle the olive oil over top of the pork. You can season the vegetables as well, I recommend to. Just sprinkle all of the same dry seasonings over top.', '4. Add beef broth from one of the corners of the pan, do not pour over pork. Place foil, slightly vented, over the pork, and fitting the pan. Cook it on 325 for 2 1/2 hours. Midway through rotate the pork so it it fat side up and replace the foil so it is covered again.', '5. After its done take the foil off and put the broiler on HIGH. Flip the pork again to meat side up and broil for 10 minutes. You will do this twice  (meat side up, 10 mins, fat side up 10 mins, and then meat side up one last time for 10 mins.) For a total of 30 minutes You may need a few mins longer depending on your oven. Just look to see how browned its getting.', '6. Let meat rest for 30 minutes.', '7. Enjoy! The vegetables will have an incredible flavor and so will the meat.', ""**You may add more veggies but You'll probably have to go with a bigger pan size."", ""**If you'd really like to kick it up, make a roux and add PAN JUICES and some red wine and let it reduce, stirring often to make a nice gravy!""]"
Frozen Peanut Butter Chocolate Pie (No Bake),"['1   cup    chocolate wafer crumbs', '1/4  cup    butter, melted ', '2/3  cup    sour cream', '3   tablespoons    icing sugar', '2   tablespoons    whipping cream', '2/3  cup    smooth peanut butter', '2   ounces    semisweet chocolate, coarsely chopped ', '1/4  cup    whipping cream', '1/4  cup    peanuts, chopped ']","['In bowl, stir wafer crumbs with butter until thoroughly moistened; pat onto bottom only of 9-inch pie plate. Freeze for 20 minutes.', 'Filling: In bowl, whisk together sour cream, sugar and whipping cream; whisk in peanut butter until smooth. Spread evenly over crust; freeze for 1 hour.', 'Topping: Meanwhile, in small saucepan, melt chocolate with cream over medium-low heat, stirring until smooth. Let cool for 15 minutes.', 'Spread chocolate mixture evenly over filling. Sprinkle peanuts around edge of pie. Freeze for about 1 hour or until completely set.', '(Make-ahead: Wrap in foil and freeze for up to 1 week.) Let stand at room temperature for 10 minutes before serving.']"
Crock-Pot Potato Chowder,"['8   cups   diced potatoes', '1/3  cup    onion, chopped ', '3 (14 1/2  ounce) cans   chicken broth', '1 (10 3/4  ounce) can   condensed cream of chicken soup', '1 (8   ounce) package   cream cheese, cubed, softened ', '1/2  lb    bacon, cooked and crumbled ', '  chives']","['Combine potatoes, onion, broth, and cream of chicken soup in crock pot.', 'Cover and cook on low 8-10 hours or until potatoes are tender.', 'Add cream cheese and blend.', 'Top with bacon and chives before serving.']"
Shrimp and Asparagus Stir Fry,"['1   lb    shrimp, peeled and de-veined ', '1/2  teaspoon    salt', '1/4  teaspoon    fresh ground black pepper', '2   tablespoons    water', '1   tablespoon    sugar', '1   tablespoon    oyster sauce', '1   tablespoon    cornstarch', '2   tablespoons    vegetable oil', '2       garlic cloves, minced ', '1       onion, sliced ', '1   lb    asparagus, cut into 2-inch pieces ', '1       green onion, chopped ']","['In a large bowl, place shrimp, seasoning with salt and pepper; set aside.', 'In a smaller bowl, mix the water with the sugar, oyster sauce, and corn starch; set aside.', 'Heat your wok, or skillet, over high heat; stir fry oil, garlic, onion, and shrimp.', 'Once shrimps become opaque and a pink color, add asparagus.', 'Stir in cornstarch mixture and stir until sauce thickens; remove from heat and stir in green onion.', 'Serve with hot white rice as desired.', '.']"
Crock Pot Bananas Foster,"['1/2  cup    margarine or 1/2  cup    butter', '1/4  cup    brown sugar', '6      fresh bananas, cut into 1 inch slices ', '1/4  cup    rum', '  vanilla ice cream']","['Melt margarine in slow cooker by turning cooker on Low.', 'It will take about 10 minutes.', 'Mix in brown sugar when margarine or butter is melted.', 'Gently stir in fresh bananas and rum.', 'Cook on Low for 1 hour.', 'Spoon banana mixture over vanilla ice cream and serve.']"
Bucket of M&amp;M's Kit Kat Cake,"['1 (16 1/2  ounce) box   cake mix', '2 (16   ounce) containers   chocolate frosting', '15   ounces    Kit Kat bars (10 packs of 4)', ""1 (12   ounce) bag  m&m's milk chocolate minis candies""]","[""Prepare cake as directed on package in two 9&quot; cake pans.  Let cool.  Frost cakes generously with chocolate frosting.  Break apart approximately 36 Kit Kats.  Begin to place them around the cake.  Tie with a ribbon, if desired.  Top with mini M&amp;M's.  Enjoy your amazing cake!"", 'Tips:', '* Make sure your layer cakes are not taller than a Kit Kat.', '* You may want to freeze your Kit Kats to avoid fingerprints.', ""* Use a ribbon to ensure your Kit Kats don't fall over.  The frosting works well - but the ribbon gives you extra peace of mind.""]"
African Style Grilled Peanut Butter Chicken,"['1       chicken (cut in serving pieces)', '1/2  cup    peanut butter', '1/4  cup    water (hot)', '1   tablespoon    mayonnaise', '2   tablespoons    lime juice', '2   tablespoons    sherry wine', '1   tablespoon    soy sauce', '2       garlic cloves', '1   tablespoon    curry powder', '1/2  teaspoon    red pepper (dried-crushed)', '1/4  cup    cilantro (chopped fine)', '  salt & freshly ground black pepper']","['Combine all ingredients (except chicken), if mixture is too thick, keep adding hot water until mixture is similar to cream.', 'Reserve 1/2 cup of marinade mixture for basting while grilling.', 'Place remaining marinade in zip loc bag, add chicken pieces, squish to combine, marinate for 2-3 hours', 'Heat grill, lightly oil grates, place chicken on grate and brush with reserved peanutbutter mixture while grilling. Grill until juices run clear.(about 30 min).', 'Serve with rice or potatoes.']"
Bacon Guacamole Grilled Cheese Sandwich,"['2   slices    bacon', '2   slices    sourdough bread', '1   tablespoon    butter, room temperature ', '1/2  cup    monterey jack and cheddar cheese blend, shredded ', '2   tablespoons    guacamole, room temperature ', '1   tablespoon    tortilla chips, crumbled  (optional)']","['Cook the bacon until crispy and set aside on paper towels to drain.', 'Butter one side of each slice of bread, sprinkle half of the cheese onto the unbuttered side of one slice of bread followed by the guacamole, bacon, tortilla chips, the remaining cheese and finally top with the remaining slice of bread with the buttered side up.', 'Grill over medium heat until golden brown and the cheese has melted, about 2-3 minutes per side.']"
Fried Fruit Pies,"['3   cups    all-purpose flour', '1   teaspoon    salt', '3/4  cup    Crisco or 3/4  cup   other good vegetable shortening', '1       egg, lightly beaten ', '1/4  cup    cold water', '1   teaspoon    vinegar (preferably white vinegar)', '3   cups    dried fruit (apricots, peaches, apples)', '1 1/2  cups    water', '1   cup    sugar', '1/4  teaspoon    cinnamon', '1/4  teaspoon    ground allspice']","['Mix together the flour and salt. Cut in the shortening with a pastry blender, fork, your hands, or whatever method works best for you, until mixture resembles coarse crumbs.', 'Stir together the beaten egg with the water and sprinkle over flour mixture. Sprinkle in the vinegar, mixing lightly, until ingredients are well combined.', 'Form the dough into a ball and wrap in plastic wrap. Refrigerate for at least one hour.', 'In a nonreactive pan on very low heat, simmer the dried fruit in the water for 30 to 45 minutes, or until very tender. Add water if necessary to prevent scorching. Allow to cool; mash fruit slightly.', 'Stir in the sugar and spices. This step of the preparation may be done in advance and refrigerated; however, warm up the fruit (microwave is fine) enough to take the chill off and make it workable before filling your pies.', 'Remove the pastry from the refrigerator and cut it into four equal pieces. You can then cut each of the four pieces into three equal pieces, leaving you with 12 golf-ball-size dough balls.', ""On a lightly floured surface, roll each ball into a 5- to 6-inch circle. Your circles don't have to be perfect, and ragged edges are okay."", 'Put about 2 generous tablespoons of filling onto one side of the circle of dough. Seal the pie by wetting the inside edge of the dough with water (use your finger) and then fold over the dough, making the familiar half-moon shaped pie. Make sure the edges of the dough are even, and press and crimp to insure a good seal. You can use a fork to give you a bit of a decorative edge if you like. You can also correct the more ragged edges during this step because the dough is pliable. Just make sure the filling is sealed in and that any holes in the dough are crimped.', ""Using a deep fryer set at 350,  carefully lower the pies into the oil, one at a time.  Cook until they turn a nice even golden brown in 3 or 4 minutes. You don't have to worry about cooking the filling -- it's already cooked. The frying process is merely cooking the dough."", 'Drain on paper towels.']"
Cajun Sauteed Shrimp,"['1 1/2  lbs    large shrimp, peeled and de-veined ', '1   teaspoon    paprika', '3/4  teaspoon    dried thyme', '3/4  teaspoon    dried oregano', '1/4  teaspoon    garlic powder', '1/4  teaspoon    salt', '1/4  teaspoon    black pepper', '1/4  teaspoon    cayenne pepper', '1   tablespoon    vegetable oil']","['Combine first 8 ingredients in a large zip-top plastic bag; seal bag and shake to coat.', 'Heat oil in a large non-stick skillet over medium high heat until hot.', 'Add shrimp; saute 4- 5 minutes or until shrimp are done.']"
White Cheese Lasagna,"['1 (8   ounce) package   lasagna noodles', '1   teaspoon    olive oil', '1   lb    ground chuck (can sub ground sirloin or ground turkey)', '1   cup    onion, finely chopped ', '1   cup    celery, finely chopped ', '2       garlic cloves, minced ', '1   cup    half-and-half cream', '1 (3   ounce) package   cream cheese, cubed ', '2   teaspoons    dried basil', '1   teaspoon    dried oregano', '1/2  teaspoon    salt', '1/2  teaspoon    dried Italian seasoning', '1/2  cup    chablis (or other dry white wine)', '2   cups    cheddar cheese, shredded  (8 oz...I use 2% to make it less greasy)', '1 1/2  cups    gouda cheese, shredded  (6 oz)', '1 1/2  cups    small curd cottage cheese (2% is fine, or even fat free)', '1       egg, lightly beaten ', '12   ounces    mozzarella cheese, slices ']","['Cook the lasagna noodles according to the package directions; drain well.  Sprinkle with olive oil; toss gently, and set aside.', 'Cook the ground chuck, onion, celery, and garlic in a large skillet until the meat is browned, stirring to crumble meat.  Drain mixture, and return to skillet.', 'Add half and half and the next 5 ingredients; cook over low heat, stirring constantly, until the cream cheese melts.  Add the wine, cheddar cheese, and gouda cheese; cook, stirring constantly, until the cheese melts.  Remove from heat and set aside.', 'Combine the cottage cheese and egg in a small bowl, stirring well.  Set aside.', 'Layer half of the reserved noodles in a greased 13x9x2 inch baking pan.  Top with half the reserved meat mixture, half the cottage cheese mixture, and half the mozzarella cheese slices. Repeat layers, omitting the mozzarella.  Bake, uncovered at 375 degrees for 20 minutes.  Top with the remaining mozzarella, and bake an additional 15 minutes.  Let stand 10 minutes before serving.']"
Macaroni and Cheese Meatloaf,"['4   ounces    cooked macaroni', '1   lb    ground chuck', '1/2  cup    fine soft bread crumbs', '1/2  cup    skim milk', '2       eggs, slightly beaten ', '1/2  cup    onion, chopped ', '2   tablespoons    green peppers, chopped ', '1/3  cup    reduced-fat cheddar cheese, grated ', '1   teaspoon    salt', '1/2  teaspoon    pepper']","['Cook macaroni according to directions on package.', 'Mix together pasta, hamburger, bread crumbs, milk, eggs, onion, green pepper, cheese, salt and pepper. Shape into loaf.', 'Bake at 350 degrees F for 1 hour.']"
Easy Peasy Hummus With Flavor Variations,"['1 (15 1/2  ounce) can   garbanzo beans (chick peas)', '3   tablespoons    tahini', '2   tablespoons    olive oil', '4   tablespoons    fresh lemon juice', '1/2  teaspoon    salt', '2       garlic cloves, minced then smashed ']","['Drain chick peas, reserve 1/4 cup liquid.', 'Add all listed ingredients to a food processor or blender.', 'If using a food processor, pulse a few times then stream in reserved liquid to desired consistency.  If using a blender add liquid to ingredients before blending.', 'Process until smooth, I like to run it 3-4 min for ultra smooth consistency.', 'Flavor as desired right in the blender!  You can blend with pesto, roasted red peppers, chipotle tabasco or even avocado or guacamole. Drizzle with pine nuts, olive oil, parsley or cilantro for a beautiful mediterranean style presentation.']"
Peruvian Home Fries,"['3   tablespoons    olive oil', '2   lbs    potatoes (chopped in 1/2-inch cubes and boiled until just tender)', '3/4  teaspoon    salt (or more to taste)', '1 -2   teaspoon    butter (optional- leave out to make vegan)', '1 1/2-2   cups   minced onions', '1   cup   minced anaheim chili (or poblano chiles)', '1   cup   chopped red bell pepper (or use a mix of red and yellow peppers)', '1 -2   tablespoon   minced garlic', '3/4  cup   grated monterey jack cheese (or cheddar cheese-packed)', '3   tablespoons    fresh lemon juice', '1   cup   lightly toasted peanuts, coarsely chopped ', ' minced cilantro (or a mix of cilantro and parsley, or just parsley if you prefer)', '  lemon wedge']","['Place a 10&quot; skillet or saute pan over medium heat. When hot, add 1 tbls. oil, wait about 10 seconds, then swirl to coat pan. Turn heat up to medium high and add half the cooked potatoes, spreading them into a single layer in the hot oil. Let them cook without stirring 5 minutes.', 'Sprinkle in 1/8 teaspoons salt and turn potatoes over, using a metal spatula. Spread them into a single layer again. Let them cook 5-8 more minutes, or until golden. Scrape from the bottom to loosen potatoes and toss them around in the pan. Cook for another few minutes, then move to a plate, scraping out and saving all the tasty brown tidbits from the bottom of the pan. Repeat this procedure with the remaining potatoes, using another tbls. of the oil and anohter 1/8 teaspoons salt.', 'After cooking the potatoes, scrape out the pan, saving the scrapings, and wipe it out with a damp paper towel. Return the pan to the heat and when it is hot, add remaining tbsl. of oil You may also melt in a little butter. Wait 10 seconds, then swirl the pan. add the onion and saute over medium heat 5-8 minutes, or until it becomes very soft. Add the chiles and bell peppers, along with the remaining 1/2 teaspoons salt. Continue to cook, stirring often, for another 5-8 minutes.', 'Return the potatoes to the pan and stir them into the onion mixutre, along with the garlic. Saute over medium heat for another 10-20 minutes, or until everything is done to your liking. Sprinkle in the  cheese and lemon juice during the last few minutes of cooking, and if needed, adjust the salt.', 'Serve hot or warm, with peanuts and minced cilantro or parsley, and with lemon wedges on the side. Enjoy!', 'Note:.', 'If prepping the potatoes in advance, store them in fresh water in a tightly covered container in the fridge. Drain and dry completely before using.']"
